"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Sep 11 19:23:52 GMT 2021","Sat Sep 11 19:23:52 GMT 2021","0","","allure_spike.MyBiasTest","","allure_spike.MyBiasTest","","allure_spike.MyBiasTest.Run",""
